MVP_ID,Innings,Venue,Start_Date,End_Date,Player_Name,Team,Total_Impact,Runs,Impact_Runs,Batting_Impact,Bowl,Impact_Wickets,Bowling_Impact,Balls_Faced,Wickets,Runs_Conceded
17572,43rd Match (N),Dubai (DICS),24-October-2020,24-October-2020,Abdul Samad,SRH,11.86,7,9.58,11.86,-,-,0,5,-,
17573,43rd Match (N),Dubai (DICS),24-October-2020,24-October-2020,Glenn Maxwell,PBKS,9.26,12,11.52,9.26,-,-,0,13,-,
17574,43rd Match (N),Dubai (DICS),24-October-2020,24-October-2020,T Natarajan,SRH,8.78,0,-,0,0/23,-,8.78,0,0,23
17575,43rd Match (N),Dubai (DICS),24-October-2020,24-October-2020,Priyam Garg,SRH,- 2.44,3,0.57,- 2.44,-,-,0,5,-,
17576,43rd Match (N),Dubai (DICS),24-October-2020,24-October-2020,Deepak Hooda,PBKS,- 3.84,0,- 1.92,- 3.84,-,-,0,2,-,
17577,43rd Match (N),Dubai (DICS),24-October-2020,24-October-2020,Khaleel Ahmed,SRH,- 7.06,0,- 1.89,- 1.26,0/31,-,- 5.8,2,0,31
17578,43rd Match (N),Dubai (DICS),24-October-2020,24-October-2020,Manish Pandey,SRH,- 14.88,15,2.26,- 14.88,-,-,0,29,-,
17579,44th Match,Dubai (DICS),25-October-2020,25-October-2020,Sam Curran,CSK,74.4,0,-,0,3/19,3.83,74.4,0,3,19
17580,44th Match,Dubai (DICS),25-October-2020,25-October-2020,Ruturaj Gaikwad,CSK,56.38,65,65.94,56.38,-,-,0,51,-,
17581,44th Match,Dubai (DICS),25-October-2020,25-October-2020,Faf du Plessis,CSK,42.36,25,33.17,42.36,-,-,0,13,-,
17582,44th Match,Dubai (DICS),25-October-2020,25-October-2020,Ambati Rayudu,CSK,41.75,39,42.85,41.75,-,-,0,27,-,
17583,44th Match,Dubai (DICS),25-October-2020,25-October-2020,Deepak Chahar,CSK,38.19,0,-,0,2/31,2.01,38.19,0,2,31
17584,44th Match,Dubai (DICS),25-October-2020,25-October-2020,Virat Kohli,RCB,33.75,50,45.54,33.75,-,-,0,43,-,
17585,44th Match,Dubai (DICS),25-October-2020,25-October-2020,Mitchell Santner,CSK,32.72,0,-,0,1/23,1.22,32.72,0,1,23
17586,44th Match,Dubai (DICS),25-October-2020,25-October-2020,AB de Villiers,RCB,23.36,39,33.18,23.36,-,-,0,36,-,
17587,44th Match,Dubai (DICS),25-October-2020,25-October-2020,Aaron Finch,RCB,20.32,15,17.6,20.32,-,-,0,11,-,
17588,44th Match,Dubai (DICS),25-October-2020,25-October-2020,Chris Morris,RCB,19.79,2,- 3.63,- 8.89,1/36,1.8,28.68,5,1,36
17589,44th Match,Dubai (DICS),25-October-2020,25-October-2020,Devdutt Padikkal,RCB,17.43,22,20.49,17.43,-,-,0,21,-,
17590,44th Match,Dubai (DICS),25-October-2020,25-October-2020,Washington Sundar,RCB,16.88,5,6.97,9.34,0/27,-,7.53,2,0,27
17591,44th Match,Dubai (DICS),25-October-2020,25-October-2020,Yuzvendra Chahal,RCB,16.78,0,-,0,1/21,0.58,16.78,0,1,21
17592,44th Match,Dubai (DICS),25-October-2020,25-October-2020,Ravindra Jadeja,CSK,9.54,0,-,0,0/20,-,9.54,0,0,20
17593,44th Match,Dubai (DICS),25-October-2020,25-October-2020,MS Dhoni,CSK,8.52,19,19.06,8.52,-,-,0,21,-,
17594,44th Match,Dubai (DICS),25-October-2020,25-October-2020,Imran Tahir,CSK,5.37,0,-,0,0/30,-,5.37,0,0,30
17595,44th Match,Dubai (DICS),25-October-2020,25-October-2020,Navdeep Saini,RCB,1.88,0,-,0,0/19,-,1.88,0,0,19
17596,44th Match,Dubai (DICS),25-October-2020,25-October-2020,Monu Kumar,CSK,0.92,0,-,0,0/20,-,0.92,0,0,20
17597,44th Match,Dubai (DICS),25-October-2020,25-October-2020,Narayan Jagadeesan,CSK,0,0,-,0,-,-,0,0,-,
17598,44th Match,Dubai (DICS),25-October-2020,25-October-2020,Gurkeerat Singh Mann,RCB,- 0.39,2,0.92,- 0.39,-,-,0,2,-,
17599,44th Match,Dubai (DICS),25-October-2020,25-October-2020,Moeen Ali,RCB,- 3.88,1,- 0.98,- 2.93,0/17,-,- 0.96,2,0,17
17600,44th Match,Dubai (DICS),25-October-2020,25-October-2020,Mohammed Siraj,RCB,- 14.48,0,-,0,0/29,-,- 14.48,0,0,29
17601,45th Match (N),Abu Dhabi,25-October-2020,25-October-2020,Ben Stokes,RR,112.53,107,113.85,112.53,-,-,0,60,-,
17602,45th Match (N),Abu Dhabi,25-October-2020,25-October-2020,Hardik Pandya,MI,104.94,60,79.77,104.94,-,-,0,21,-,
17603,45th Match (N),Abu Dhabi,25-October-2020,25-October-2020,Shreyas Gopal,RR,77.45,0,-,0,2/30,3.14,77.45,0,2,30
17604,45th Match (N),Abu Dhabi,25-October-2020,25-October-2020,Jofra Archer,RR,73.97,0,-,0,2/31,2.79,73.97,0,2,31
17605,45th Match (N),Abu Dhabi,25-October-2020,25-October-2020,Sanju Samson,RR,65.22,54,62.5,65.22,-,-,0,31,-,
17606,45th Match (N),Abu Dhabi,25-October-2020,25-October-2020,James Pattinson,MI,56.07,0,-,0,2/40,3.12,56.07,0,2,40
17607,45th Match (N),Abu Dhabi,25-October-2020,25-October-2020,Suryakumar Yadav,MI,37.1,40,40.72,37.1,-,-,0,26,-,
17608,45th Match (N),Abu Dhabi,25-October-2020,25-October-2020,Rahul Tewatia,RR,30.52,0,-,0,0/25,-,30.52,0,0,25
17609,45th Match (N),Abu Dhabi,25-October-2020,25-October-2020,Kartik Tyagi,RR,19.73,0,-,0,1/45,0.97,19.73,0,1,45
17610,45th Match (N),Abu Dhabi,25-October-2020,25-October-2020,Saurabh Tiwary,MI,15.26,34,24.9,15.26,-,-,0,25,-,
17611,45th Match (N),Abu Dhabi,25-October-2020,25-October-2020,Kieron Pollard,MI,13.74,6,5.42,5.82,0/18,-,7.92,4,0,18
17612,45th Match (N),Abu Dhabi,25-October-2020,25-October-2020,Jasprit Bumrah,MI,10.86,0,-,0,0/38,-,10.86,0,0,38
17613,45th Match (N),Abu Dhabi,25-October-2020,25-October-2020,Steven Smith,RR,10.1,11,10.48,10.1,-,-,0,8,-,
17614,45th Match (N),Abu Dhabi,25-October-2020,25-October-2020,Quinton de Kock,MI,6.81,6,6.09,6.81,-,-,0,4,-,
17615,45th Match (N),Abu Dhabi,25-October-2020,25-October-2020,Robin Uthappa,RR,4.79,13,9.49,4.79,-,-,0,11,-,
17616,45th Match (N),Abu Dhabi,25-October-2020,25-October-2020,Ishan Kishan,MI,2.85,37,20.9,2.85,-,-,0,36,-,
17617,45th Match (N),Abu Dhabi,25-October-2020,25-October-2020,Trent Boult,MI,1.07,0,-,0,0/40,-,1.07,0,0,40
17618,45th Match (N),Abu Dhabi,25-October-2020,25-October-2020,Riyan Parag,RR,0,0,-,0,-,-,0,0,-,
17619,45th Match (N),Abu Dhabi,25-October-2020,25-October-2020,Jos Buttler,RR,0,0,-,0,-,-,0,0,-,
17620,45th Match (N),Abu Dhabi,25-October-2020,25-October-2020,Rahul Chahar,MI,- 0.79,0,-,0,0/36,-,- 0.79,0,0,36
17621,45th Match (N),Abu Dhabi,25-October-2020,25-October-2020,Krunal Pandya,MI,- 3.53,3,- 2.06,- 7.05,0/20,-,3.52,4,0,20
17622,45th Match (N),Abu Dhabi,25-October-2020,25-October-2020,Ankit Rajpoot,RR,- 16.65,0,-,0,0/60,-,- 16.65,0,0,60
17623,46th Match (N),Sharjah,26-October-2020,26-October-2020,Chris Gayle,PBKS,75.61,51,63.86,75.61,-,-,0,29,-,
17624,46th Match (N),Sharjah,26-October-2020,26-October-2020,Shubman Gill,KKR,72.61,57,67.19,72.61,-,-,0,45,-,
17625,46th Match (N),Sharjah,26-October-2020,26-October-2020,Eoin Morgan,KKR,72.49,40,56.43,72.49,-,-,0,25,-,
17626,46th Match (N),Sharjah,26-October-2020,26-October-2020,Mohammed Shami,PBKS,57.43,0,-,0,3/35,3.71,57.43,0,3,35
17627,46th Match (N),Sharjah,26-October-2020,26-October-2020,Ravi Bishnoi,PBKS,50.57,0,-,0,2/20,2.06,50.57,0,2,20
17628,46th Match (N),Sharjah,26-October-2020,26-October-2020,Lockie Ferguson,KKR,47.17,24,31.74,40.25,1/32,0.56,6.92,13,1,32
17629,46th Match (N),Sharjah,26-October-2020,26-October-2020,Mandeep Singh,PBKS,44.9,66,58.76,44.9,-,-,0,56,-,
17630,46th Match (N),Sharjah,26-October-2020,26-October-2020,Chris Jordan,PBKS,39.22,0,-,0,2/25,1.63,39.22,0,2,25
17631,46th Match (N),Sharjah,26-October-2020,26-October-2020,Varun Chakravarthy,KKR,33.15,2,- 1.25,- 1.35,1/34,1.84,34.5,4,1,34
17632,46th Match (N),Sharjah,26-October-2020,26-October-2020,KL Rahul,PBKS,24.08,28,27.08,24.08,-,-,0,25,-,
17633,46th Match (N),Sharjah,26-October-2020,26-October-2020,Sunil Narine,KKR,21.55,6,7.82,9.69,0/27,-,11.86,4,0,27
17634,46th Match (N),Sharjah,26-October-2020,26-October-2020,Glenn Maxwell,PBKS,20.66,0,-,0,1/21,1.64,20.66,0,1,21
17635,46th Match (N),Sharjah,26-October-2020,26-October-2020,Murugan Ashwin,PBKS,19.3,0,-,0,1/27,0.64,19.3,0,1,27
17636,46th Match (N),Sharjah,26-October-2020,26-October-2020,Rahul Tripathi,KKR,13.28,7,9.97,13.28,-,-,0,4,-,
17637,46th Match (N),Sharjah,26-October-2020,26-October-2020,Prasidh Krishna,KKR,2.85,0,- 1.31,- 0.87,0/24,-,3.72,1,0,24
17638,46th Match (N),Sharjah,26-October-2020,26-October-2020,Nicholas Pooran,PBKS,0.18,2,2,0.18,-,-,0,3,-,
17639,46th Match (N),Sharjah,26-October-2020,26-October-2020,Deepak Hooda,PBKS,0,0,-,0,-,-,0,0,-,
17640,46th Match (N),Sharjah,26-October-2020,26-October-2020,Nitish Rana,KKR,- 2.2,0,- 1.03,- 2.2,-,-,0,1,-,
17641,46th Match (N),Sharjah,26-October-2020,26-October-2020,Dinesh Karthik,KKR,- 3.89,0,- 1.67,- 3.89,-,-,0,2,-,
17642,46th Match (N),Sharjah,26-October-2020,26-October-2020,Arshdeep Singh,PBKS,- 4.02,0,-,0,0/18,-,- 4.02,0,0,18
17643,46th Match (N),Sharjah,26-October-2020,26-October-2020,Pat Cummins,KKR,- 6.87,1,- 7.15,- 14.75,0/31,-,7.88,8,0,31
17644,46th Match (N),Sharjah,26-October-2020,26-October-2020,Kamlesh Nagarkoti,KKR,- 12.91,6,- 2.02,- 12.91,-,-,0,13,-,
17645,47th Match (N),Dubai (DICS),27-October-2020,27-October-2020,Wriddhiman Saha,SRH,105.11,87,99.95,105.11,-,-,0,45,-,
17646,47th Match (N),Dubai (DICS),27-October-2020,27-October-2020,David Warner,SRH,87.97,66,78.49,88.36,0/2,-,- 0.39,34,0,2
17647,47th Match (N),Dubai (DICS),27-October-2020,27-October-2020,Sandeep Sharma,SRH,37.13,0,-,0,2/27,2.04,37.13,0,2,27
17648,47th Match (N),Dubai (DICS),27-October-2020,27-October-2020,Rashid Khan,SRH,36.95,0,-,0,3/7,1.68,36.95,0,3,7
17649,47th Match (N),Dubai (DICS),27-October-2020,27-October-2020,Manish Pandey,SRH,30.19,44,42.37,30.19,-,-,0,31,-,
17650,47th Match (N),Dubai (DICS),27-October-2020,27-October-2020,Ajinkya Rahane,DC,25.03,26,28.49,25.03,-,-,0,19,-,
17651,47th Match (N),Dubai (DICS),27-October-2020,27-October-2020,Anrich Nortje,DC,23.53,1,1,0.67,1/37,0.88,22.87,3,1,37
17652,47th Match (N),Dubai (DICS),27-October-2020,27-October-2020,Ravichandran Ashwin,DC,21.59,7,7,4.64,1/35,1.56,16.95,5,1,35
17653,47th Match (N),Dubai (DICS),27-October-2020,27-October-2020,Rishabh Pant,DC,21.42,36,35.73,21.42,-,-,0,35,-,
17654,47th Match (N),Dubai (DICS),27-October-2020,27-October-2020,Shahbaz Nadeem,SRH,15.84,0,-,0,1/8,1.01,15.84,0,1,8
17655,47th Match (N),Dubai (DICS),27-October-2020,27-October-2020,Shimron Hetmyer,DC,12.96,16,16.65,12.96,-,-,0,13,-,
17656,47th Match (N),Dubai (DICS),27-October-2020,27-October-2020,Tushar Deshpande,DC,11.27,20,20,18.21,0/35,-,- 6.94,9,0,35
17657,47th Match (N),Dubai (DICS),27-October-2020,27-October-2020,Marcus Stoinis,DC,9.02,5,3.86,0.76,0/15,-,8.25,6,0,15
17658,47th Match (N),Dubai (DICS),27-October-2020,27-October-2020,Vijay Shankar,SRH,8.18,0,-,0,1/11,0.51,8.18,0,1,11
17659,47th Match (N),Dubai (DICS),27-October-2020,27-October-2020,T Natarajan,SRH,8,0,-,0,2/26,0.64,8,0,2,26
17660,47th Match (N),Dubai (DICS),27-October-2020,27-October-2020,Axar Patel,DC,3.82,1,1,- 2.43,0/36,-,6.25,4,0,36
17661,47th Match (N),Dubai (DICS),27-October-2020,27-October-2020,Kane Williamson,SRH,3.61,11,9.49,3.61,-,-,0,10,-,
17662,47th Match (N),Dubai (DICS),27-October-2020,27-October-2020,Abdul Samad,SRH,0,0,-,0,-,-,0,0,-,
17663,47th Match (N),Dubai (DICS),27-October-2020,27-October-2020,Shreyas Iyer,DC,- 2.08,7,6.9,- 2.08,-,-,0,12,-,
17664,47th Match (N),Dubai (DICS),27-October-2020,27-October-2020,Shikhar Dhawan,DC,- 2.18,0,- 0.93,- 2.18,-,-,0,1,-,
17665,47th Match (N),Dubai (DICS),27-October-2020,27-October-2020,Jason Holder,SRH,- 5.51,0,-,0,1/46,0.39,- 5.51,0,1,46
17666,47th Match (N),Dubai (DICS),27-October-2020,27-October-2020,Kagiso Rabada,DC,- 18.39,3,3,0.28,0/54,-,- 18.68,7,0,54
17667,48th Match (N),Abu Dhabi,28-October-2020,28-October-2020,Suryakumar Yadav,MI,113.66,79,95.33,113.66,-,-,0,43,-,
17668,48th Match (N),Abu Dhabi,28-October-2020,28-October-2020,Devdutt Padikkal,RCB,102.47,74,87.96,102.47,-,-,0,45,-,
17669,48th Match (N),Abu Dhabi,28-October-2020,28-October-2020,Jasprit Bumrah,MI,97.86,0,-,0,3/14,3.47,97.86,0,3,14
17670,48th Match (N),Abu Dhabi,28-October-2020,28-October-2020,Mohammed Siraj,RCB,62.59,0,-,0,2/28,3.18,62.59,0,2,28
17671,48th Match (N),Abu Dhabi,28-October-2020,28-October-2020,Yuzvendra Chahal,RCB,50.87,0,-,0,2/37,2.9,50.87,0,2,37
17672,48th Match (N),Abu Dhabi,28-October-2020,28-October-2020,Kieron Pollard,MI,47.9,4,4.22,4.87,1/5,2,43.03,1,1,5
17673,48th Match (N),Abu Dhabi,28-October-2020,28-October-2020,Josh Philippe,RCB,37.54,33,35.82,37.54,-,-,0,24,-,
17674,48th Match (N),Abu Dhabi,28-October-2020,28-October-2020,Washington Sundar,RCB,36.69,10,10.47,10.43,0/20,-,26.26,6,0,20
17675,48th Match (N),Abu Dhabi,28-October-2020,28-October-2020,Ishan Kishan,MI,26.24,25,26.08,26.24,-,-,0,19,-,
17676,48th Match (N),Abu Dhabi,28-October-2020,28-October-2020,Chris Morris,RCB,26.22,4,4.98,6.47,1/36,0.73,19.75,2,1,36
17677,48th Match (N),Abu Dhabi,28-October-2020,28-October-2020,Trent Boult,MI,18.7,0,-,0,1/40,1.07,18.7,0,1,40
17678,48th Match (N),Abu Dhabi,28-October-2020,28-October-2020,Krunal Pandya,MI,17.27,10,6.39,2.06,0/27,-,15.21,10,0,27
17679,48th Match (N),Abu Dhabi,28-October-2020,28-October-2020,Rahul Chahar,MI,13.66,0,-,0,1/43,1.15,13.66,0,1,43
17680,48th Match (N),Abu Dhabi,28-October-2020,28-October-2020,AB de Villiers,RCB,11.37,15,12.87,11.37,-,-,0,12,-,
17681,48th Match (N),Abu Dhabi,28-October-2020,28-October-2020,Hardik Pandya,MI,8.25,17,12.17,8.25,-,-,0,15,-,
17682,48th Match (N),Abu Dhabi,28-October-2020,28-October-2020,Gurkeerat Singh Mann,RCB,7.2,14,10.42,7.2,-,-,0,11,-,
17683,48th Match (N),Abu Dhabi,28-October-2020,28-October-2020,Quinton de Kock,MI,4.17,18,12.15,4.17,-,-,0,19,-,
17684,48th Match (N),Abu Dhabi,28-October-2020,28-October-2020,Dale Steyn,RCB,- 0.44,0,-,0,0/43,-,- 0.44,0,0,43
17685,48th Match (N),Abu Dhabi,28-October-2020,28-October-2020,Saurabh Tiwary,MI,- 7.39,5,- 0.44,- 7.39,-,-,0,8,-,
17686,48th Match (N),Abu Dhabi,28-October-2020,28-October-2020,James Pattinson,MI,- 9.65,0,-,0,0/35,-,- 9.65,0,0,35
17687,48th Match (N),Abu Dhabi,28-October-2020,28-October-2020,Virat Kohli,RCB,- 12.3,9,- 0.4,- 12.3,-,-,0,14,-,
17688,48th Match (N),Abu Dhabi,28-October-2020,28-October-2020,Shivam Dube,RCB,- 12.55,2,- 5.33,- 12.55,-,-,0,6,-,
17689,49th Match (N),Dubai (DICS),29-October-2020,29-October-2020,Varun Chakravarthy,KKR,90.94,0,-,0,2/20,3.42,90.94,0,2,20
17690,49th Match (N),Dubai (DICS),29-October-2020,29-October-2020,Ravindra Jadeja,CSK,85.65,31,43.13,59.11,1/20,0.82,26.54,11,1,20
17691,49th Match (N),Dubai (DICS),29-October-2020,29-October-2020,Nitish Rana,KKR,81.18,87,88.27,90.09,0/16,-,- 8.91,61,0,16
17692,49th Match (N),Dubai (DICS),29-October-2020,29-October-2020,Pat Cummins,KKR,72.41,0,-,0,2/31,3.09,72.41,0,2,31
17693,49th Match (N),Dubai (DICS),29-October-2020,29-October-2020,Ruturaj Gaikwad,CSK,62.24,72,70.61,62.24,-,-,0,53,-,
17694,49th Match (N),Dubai (DICS),29-October-2020,29-October-2020,Ambati Rayudu,CSK,57.45,38,48.09,57.45,-,-,0,20,-,
17695,49th Match (N),Dubai (DICS),29-October-2020,29-October-2020,Lungi Ngidi,CSK,43.19,0,-,0,2/34,1.97,43.19,0,2,34
17696,49th Match (N),Dubai (DICS),29-October-2020,29-October-2020,Karn Sharma,CSK,31.07,0,-,0,1/35,1.26,31.07,0,1,35
17697,49th Match (N),Dubai (DICS),29-October-2020,29-October-2020,Shubman Gill,KKR,31.01,26,29.83,31.01,-,-,0,17,-,
17698,49th Match (N),Dubai (DICS),29-October-2020,29-October-2020,Dinesh Karthik,KKR,28.37,21,24.39,28.37,-,-,0,10,-,
17699,49th Match (N),Dubai (DICS),29-October-2020,29-October-2020,Sunil Narine,KKR,25.58,7,4.74,2.88,0/23,-,22.7,7,0,23
17700,49th Match (N),Dubai (DICS),29-October-2020,29-October-2020,Mitchell Santner,CSK,16.21,0,-,0,1/30,1.1,16.21,0,1,30
17701,49th Match (N),Dubai (DICS),29-October-2020,29-October-2020,Sam Curran,CSK,6.8,13,2.47,- 8.12,0/21,-,14.91,14,0,21
17702,49th Match (N),Dubai (DICS),29-October-2020,29-October-2020,Eoin Morgan,KKR,5.94,15,10.44,5.94,-,-,0,12,-,
17703,49th Match (N),Dubai (DICS),29-October-2020,29-October-2020,Rahul Tripathi,KKR,1.29,3,2.3,1.29,-,-,0,2,-,
17704,49th Match (N),Dubai (DICS),29-October-2020,29-October-2020,Rinku Singh,KKR,0.11,11,6.54,0.11,-,-,0,11,-,
17705,49th Match (N),Dubai (DICS),29-October-2020,29-October-2020,Narayan Jagadeesan,CSK,0,0,-,0,-,-,0,0,-,
17706,49th Match (N),Dubai (DICS),29-October-2020,29-October-2020,Deepak Chahar,CSK,- 0.7,0,-,0,0/31,-,- 0.7,0,0,31
17707,49th Match (N),Dubai (DICS),29-October-2020,29-October-2020,Kamlesh Nagarkoti,KKR,- 2.44,0,-,0,0/34,-,- 2.44,0,0,34
17708,49th Match (N),Dubai (DICS),29-October-2020,29-October-2020,Shane Watson,CSK,- 8.67,14,3.17,- 8.67,-,-,0,19,-,
17709,49th Match (N),Dubai (DICS),29-October-2020,29-October-2020,MS Dhoni,CSK,- 9.22,1,- 4.1,- 9.22,-,-,0,4,-,
17710,49th Match (N),Dubai (DICS),29-October-2020,29-October-2020,Lockie Ferguson,KKR,- 14.32,0,-,0,0/54,-,- 14.32,0,0,54
17711,50th Match (N),Abu Dhabi,30-October-2020,30-October-2020,Ben Stokes,RR,151.28,50,62.42,76.2,2/32,3.05,75.08,26,2,32
17712,50th Match (N),Abu Dhabi,30-October-2020,30-October-2020,Chris Gayle,PBKS,98.14,99,97.66,98.14,-,-,0,63,-,
17713,50th Match (N),Abu Dhabi,30-October-2020,30-October-2020,Sanju Samson,RR,67.96,48,58.96,67.96,-,-,0,25,-,
17714,50th Match (N),Abu Dhabi,30-October-2020,30-October-2020,Jofra Archer,RR,65.8,0,-,0,2/26,2.14,65.8,0,2,26
17715,50th Match (N),Abu Dhabi,30-October-2020,30-October-2020,Nicholas Pooran,PBKS,32.54,22,25.84,32.54,-,-,0,10,-,
17716,50th Match (N),Abu Dhabi,30-October-2020,30-October-2020,Ravi Bishnoi,PBKS,28.97,0,-,0,0/27,-,28.97,0,0,27
17717,50th Match (N),Abu Dhabi,30-October-2020,30-October-2020,Chris Jordan,PBKS,24.5,0,-,0,1/44,1.55,24.5,0,1,44
17718,50th Match (N),Abu Dhabi,30-October-2020,30-October-2020,Steven Smith,RR,24.48,31,29.64,24.48,-,-,0,20,-,
17719,50th Match (N),Abu Dhabi,30-October-2020,30-October-2020,Murugan Ashwin,PBKS,24.42,0,-,0,1/43,1.34,24.42,0,1,43
17720,50th Match (N),Abu Dhabi,30-October-2020,30-October-2020,Jos Buttler,RR,19.15,22,20.6,19.15,-,-,0,11,-,
17721,50th Match (N),Abu Dhabi,30-October-2020,30-October-2020,Robin Uthappa,RR,19.14,30,26.7,19.14,-,-,0,23,-,
17722,50th Match (N),Abu Dhabi,30-October-2020,30-October-2020,Rahul Tewatia,RR,17.73,0,-,0,0/22,-,17.73,0,0,22
17723,50th Match (N),Abu Dhabi,30-October-2020,30-October-2020,KL Rahul,PBKS,15.81,46,30.5,15.81,-,-,0,41,-,
17724,50th Match (N),Abu Dhabi,30-October-2020,30-October-2020,Kartik Tyagi,RR,5.17,0,-,0,0/47,-,5.17,0,0,47
17725,50th Match (N),Abu Dhabi,30-October-2020,30-October-2020,Varun Aaron,RR,3.03,0,-,0,0/47,-,3.03,0,0,47
17726,50th Match (N),Abu Dhabi,30-October-2020,30-October-2020,Shreyas Gopal,RR,0.88,0,-,0,0/10,-,0.88,0,0,10
17727,50th Match (N),Abu Dhabi,30-October-2020,30-October-2020,Riyan Parag,RR,0,0,-,0,-,-,0,0,-,
17728,50th Match (N),Abu Dhabi,30-October-2020,30-October-2020,Mohammed Shami,PBKS,- 0.53,0,-,0,0/36,-,- 0.53,0,0,36
17729,50th Match (N),Abu Dhabi,30-October-2020,30-October-2020,Deepak Hooda,PBKS,- 1.12,1,- 0.06,- 1.12,-,-,0,1,-,
17730,50th Match (N),Abu Dhabi,30-October-2020,30-October-2020,Mandeep Singh,PBKS,- 2.8,0,- 1.32,- 2.8,-,-,0,1,-,
17731,50th Match (N),Abu Dhabi,30-October-2020,30-October-2020,Arshdeep Singh,PBKS,- 3.56,0,-,0,0/34,-,- 3.56,0,0,34
17732,50th Match (N),Abu Dhabi,30-October-2020,30-October-2020,Glenn Maxwell,PBKS,- 4.74,6,0.11,- 4.74,-,-,0,6,-,
17733,51st Match,Dubai (DICS),31-October-2020,31-October-2020,Jasprit Bumrah,MI,73.78,0,-,0,3/17,3.98,73.78,0,3,17
17734,51st Match,Dubai (DICS),31-October-2020,31-October-2020,Trent Boult,MI,73.05,0,-,0,3/21,3.91,73.05,0,3,21
17735,51st Match,Dubai (DICS),31-October-2020,31-October-2020,Ishan Kishan,MI,64.27,72,71.92,64.27,-,-,0,47,-,
17736,51st Match,Dubai (DICS),31-October-2020,31-October-2020,Ravichandran Ashwin,DC,31.81,12,15.21,18.77,0/18,-,13.04,9,0,18
17737,51st Match,Dubai (DICS),31-October-2020,31-October-2020,Shreyas Iyer,DC,18.56,25,23.5,18.56,-,-,0,29,-,
17738,51st Match,Dubai (DICS),31-October-2020,31-October-2020,Quinton de Kock,MI,16.83,26,26.18,16.83,-,-,0,28,-,
17739,51st Match,Dubai (DICS),31-October-2020,31-October-2020,Nathan Coulter-Nile,MI,16.67,0,-,0,1/14,1.09,16.67,0,1,14
17740,51st Match,Dubai (DICS),31-October-2020,31-October-2020,Rahul Chahar,MI,16.39,0,-,0,1/24,0.97,16.39,0,1,24
17741,51st Match,Dubai (DICS),31-October-2020,31-October-2020,Kagiso Rabada,DC,16.34,12,15.82,20.58,0/27,-,- 4.25,7,0,27
17742,51st Match,Dubai (DICS),31-October-2020,31-October-2020,Rishabh Pant,DC,14.37,21,19.52,14.37,-,-,0,24,-,
17743,51st Match,Dubai (DICS),31-October-2020,31-October-2020,Prithvi Shaw,DC,9.97,10,10.07,9.97,-,-,0,11,-,
17744,51st Match,Dubai (DICS),31-October-2020,31-October-2020,Suryakumar Yadav,MI,8.39,12,12.02,8.39,-,-,0,11,-,
17745,51st Match,Dubai (DICS),31-October-2020,31-October-2020,Shimron Hetmyer,DC,7.96,11,10.02,7.96,-,-,0,13,-,
17746,51st Match,Dubai (DICS),31-October-2020,31-October-2020,Krunal Pandya,MI,7.45,0,-,0,0/13,-,7.45,0,0,13
17747,51st Match,Dubai (DICS),31-October-2020,31-October-2020,Jayant Yadav,MI,1.97,0,-,0,0/18,-,1.97,0,0,18
17748,51st Match,Dubai (DICS),31-October-2020,31-October-2020,Marcus Stoinis,DC,1.96,2,1.08,- 0.63,0/4,-,2.6,3,0,4
17749,51st Match,Dubai (DICS),31-October-2020,31-October-2020,Kieron Pollard,MI,0,0,-,0,-,-,0,0,-,
17750,51st Match,Dubai (DICS),31-October-2020,31-October-2020,Saurabh Tiwary,MI,0,0,-,0,-,-,0,0,-,
17751,51st Match,Dubai (DICS),31-October-2020,31-October-2020,Anrich Nortje,DC,- 0.85,0,-,0,1/25,0.66,- 0.85,0,1,25
17752,51st Match,Dubai (DICS),31-October-2020,31-October-2020,Harshal Patel,DC,- 3.17,5,1.67,- 1.93,0/8,-,- 1.24,9,0,8
17753,51st Match,Dubai (DICS),31-October-2020,31-October-2020,Shikhar Dhawan,DC,- 3.86,0,- 1.85,- 3.86,-,-,0,2,-,
17754,51st Match,Dubai (DICS),31-October-2020,31-October-2020,Praveen Dubey,DC,- 7.62,7,1.22,- 1.06,0/29,-,- 6.56,13,0,29
17755,52nd Match (N),Sharjah,31-October-2020,31-October-2020,Sandeep Sharma,SRH,72.28,0,-,0,2/20,3.41,72.28,0,2,20
17756,52nd Match (N),Sharjah,31-October-2020,31-October-2020,Jason Holder,SRH,57.22,26,26.52,28.5,2/27,1.74,28.72,10,2,27
17757,52nd Match (N),Sharjah,31-October-2020,31-October-2020,Washington Sundar,RCB,51.81,21,20.96,19.23,1/21,1.86,32.58,18,1,21
17758,52nd Match (N),Sharjah,31-October-2020,31-October-2020,T Natarajan,SRH,33.6,0,-,0,1/11,0.78,33.6,0,1,11
17759,52nd Match (N),Sharjah,31-October-2020,31-October-2020,Wriddhiman Saha,SRH,32.41,39,40.14,32.41,-,-,0,32,-,
17760,52nd Match (N),Sharjah,31-October-2020,31-October-2020,Josh Philippe,RCB,29.59,32,32.6,29.59,-,-,0,31,-,
17761,52nd Match (N),Sharjah,31-October-2020,31-October-2020,Rashid Khan,SRH,29.1,0,-,0,1/24,1.08,29.1,0,1,24
17762,52nd Match (N),Sharjah,31-October-2020,31-October-2020,Yuzvendra Chahal,RCB,28.71,0,-,0,2/19,1.7,28.71,0,2,19
